REGION, INSTITUTION NAME, INSTITUTION TYPE, PROVINCE, MUNICIPALITY/CITY, WEBSITE ADDRESS, FAX/TELEPHONE NO.
13 - Nat. Capital Region,Universidad de Manila,LUC,Metro Manila,City of Manila,,02-83366582,
13 - Nat. Capital Region,Don Bosco Center of Studies,Private,Metro Manila,City of Parañaque,http://www.dbcs.edu.ph,(02)88239483 88233290 88246787 local 101 or 109,
13 - Nat. Capital Region,IETI College-Alabang,Private,Metro Manila,City of Muntinlupa,http://www.ieti.edu.ph,(02) 8772-52-90 or '(02) 8850-09-37,
13 - Nat. Capital Region,Our Lady of Perpetual 2cor College,Private,Metro Manila,City of Marikina,http://www.olopsc.edu.ph,(02) 8997-2556,
13 - Nat. Capital Region,San Beda College-Alabang,Private,Metro Manila,City of Muntinlupa,http://www.sanbeda-alabang.edu.ph,(02)236-7222,
13 - Nat. Capital Region,St. Dominic Savio College,Private,Metro Manila,City of Caloocan,http://www.sdsc.edu.ph,(02) 961-5497 / +639566677363,
13 - Nat. Capital Region,St. John Technological College of the Philippines,Private,Metro Manila,Quezon City,http://www.sjtcp.edu.ph,(8) 937-9956,
13 - Nat. Capital Region,STI College-Alabang,Private,Metro Manila,City of Muntinlupa,http://www.stialabang.net,(02) 842.0947 / (02) 842.0979,
13 - Nat. Capital Region,STI College-Cubao,Private,Metro Manila,Quezon City,http://www.sti.edu,02-8421-10-29 local 104/107,
13 - Nat. Capital Region,STI College-Shaw,Private,Metro Manila,City of Manila,stamesa.sti.edu,8635-5954,
13 - Nat. Capital Region,STI College-Global City,Private,Metro Manila,City of Taguig,http://www.sti.edu,(02) 551-4984,
13 - Nat. Capital Region,STI College-Caloocan,Private,Metro Manila,City of Caloocan,http://www.sti.edu,(02)8294-4001/8294-4002,
13 - Nat. Capital Region,STI College-Muñoz EDSA,Private,Metro Manila,Quezon City,,289000000,
13 - Nat. Capital Region,STI College-Novaliches,Private,Metro Manila,Quezon City,http://www.sti.edu,(02) 8930-0050,
13 - Nat. Capital Region,STI College-Fairview,Private,Metro Manila,Quezon City,http://www.sti.edu.ph,02-8-5739962 / 02-8-8759249,
13 - Nat. Capital Region,STI College Pasay-EDSA,Private,Metro Manila,City of Manila,http://www.sti.edu,8722-5698,
13 - Nat. Capital Region,Philippine Rehabilitation Institute Foundation,Private,Metro Manila,Quezon City,http://www.pricolleges.com,(632) 7358-6596,
13 - Nat. Capital Region,Immaculada Concepcion College,Private,Metro Manila,City of Caloocan,http://www.immaculada.edu.ph,(02) 8584-5150,
13 - Nat. Capital Region,West Bay College,Private,Metro Manila,City of Muntinlupa,http://www.wbc.edu.ph,8-850-2958,
13 - Nat. Capital Region,System Plus Computer College-Caloocan,Private,Metro Manila,City of Caloocan,http://www.spcc.edu.ph,(632)-8990-3090,
13 - Nat. Capital Region,Saint Bernadette College of Alabang,Private,Metro Manila,City of Muntinlupa,http://www.sbca.edu.ph,(02) 8842-2139 / 8850-5709 / 0917-6367332,
13 - Nat. Capital Region,Children of Mary Immaculate College,Private,Metro Manila,City of Caloocan,,N/A,
13 - Nat. Capital Region,Informatics College-Manila,Private,Metro Manila,City of Manila,http://www.informatics.edu.ph,(02)-488-33-58,
13 - Nat. Capital Region,The Fisher Valley College,Private,Metro Manila,City of Taguig,http://www.acocities.com/tfvccollegedepartment,(02) 837.4261 (02) 293.1903,
13 - Nat. Capital Region,La Consolacion College-Novaliches,Private,Metro Manila,City of Caloocan,,(02) 82871013,
13 - Nat. Capital Region,National Defense College,OGS,Metro Manila,Quezon City,http://www.ndcp.edu.ph,63 2 8841890 local 8001,
13 - Nat. Capital Region,Philippine Public Safety College,OGS,Metro Manila,Quezon City,,,
13 - Nat. Capital Region,ABE International College of Business and Economics-Manila,Private,Metro Manila,City of Manila,,N/A,
13 - Nat. Capital Region,AMA Computer College-Caloocan,Private,Metro Manila,City of Caloocan,amaes.edu.ph,N/A,
13 - Nat. Capital Region,AMA Computer College-Fairview,Private,Metro Manila,Quezon City,http://www.amaes.edu.ph,(02) 921-57-81,
13 - Nat. Capital Region,AMA Computer College-Parañaque,Private,Metro Manila,City of Parañaque,http://www.amaes.edu.ph,9160000000,
13 - Nat. Capital Region,AMA Computer College-Sta. Mesa,Private,Metro Manila,City of Manila,,N/A,
13 - Nat. Capital Region,Divine Mercy College Foundation,Private,Metro Manila,City of Caloocan,,(02) 361-1922 / 366-6922,
13 - Nat. Capital Region,Interface Computer College-Caloocan,Private,Metro Manila,City of Caloocan,http://www.interface.edu.ph,(02) 8366-7271,
13 - Nat. Capital Region,Our Lady of Fatima University-Quezon City,Private,Metro Manila,Quezon City,http://www.fatima.edu.ph,(02) 8935-2947 (02) 84191288 local 12,
13 - Nat. Capital Region,Our Lady of Lourdes Technological College,Private,Metro Manila,Quezon City,,7-508-5176,
13 - Nat. Capital Region,St. Clare College of Caloocan,Private,Metro Manila,City of Caloocan,stclarecollege.com,(02)2324483,
13 - Nat. Capital Region,STI College-Las Piñas,Private,Metro Manila,City of Las Piñas,http://www.sti.edu,02-8718327,
13 - Nat. Capital Region,Dr. Filemon C. Aguilar Memorial College of Las Piñas,LUC,Metro Manila,City of Las Piñas,http://www.dfcamclp.edu.ph,(02) 8403-19-85,
13 - Nat. Capital Region,Asia Graduate School of Theology,Private,Metro Manila,Quezon City,http://www.agstphil.org,(02) 86681906,
13 - Nat. Capital Region,AMA Computer College-Las Piñas,Private,Metro Manila,City of Las Piñas,http://www.amaes.edu.ph,N/A,
13 - Nat. Capital Region,AMA Computer College-Pasig City,Private,Metro Manila,City of Pasig,http://www.amaes.edu.ph,N/A,
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Pasig,LUC,Metro Manila,City of Pasig,http://www.pasigcity.gov.ph,628-1014/628-1013,
13 - Nat. Capital Region,Wesleyan College of Manila,Private,Metro Manila,Pasay City,http://www.wesleyanmanila.edu.ph,(632)5310-41-31 to 35,
13 - Nat. Capital Region,Loral Douglas Woosley Bethany Colleges,Private,Metro Manila,City of Makati,,(02) 8334576 loc 114; (02) 8334577 loc 114,
13 - Nat. Capital Region,STI College-Marikina,Private,Metro Manila,City of Marikina,http://www.sti.edu,8-942-33-07,
13 - Nat. Capital Region,IETI College of Science and Technology-Marikina,Private,Metro Manila,City of Marikina,http://www.ieti.edu.ph,287000000,
13 - Nat. Capital Region,Manila Business College Foundation,Private,Metro Manila,City of Manila,http://www.mbc.edu.ph,8-741-34-89,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Manila,Private,Metro Manila,City of Manila,access.edu.ph,N/A,
13 - Nat. Capital Region,Criminal Justice College,Private,Metro Manila,City of Muntinlupa,,(632) 8862-5392,
13 - Nat. Capital Region,Entrepreneurs School of Asia,Private,Metro Manila,Quezon City,http://www.thames.edu.ph,63300000000,
13 - Nat. Capital Region,St. Mary's College,Private,Metro Manila,Quezon City,http://www.smciqc.edu.ph,(02) 83736847 - 49,
13 - Nat. Capital Region,ABE International College of Business and Accountancy-Cubao,Private,Metro Manila,Quezon City,abe.edu.ph,N/A,
13 - Nat. Capital Region,ABE International College of Business and Economics-Las Piñas,Private,Metro Manila,City of Las Piñas,http://www.amaes.edu.ph,N/A,
13 - Nat. Capital Region,Development Academy of the Philippines,OGS,Metro Manila,City of Pasig,http://www.dap.edu.ph,(632) 631-0921 to 30 local 175 and 177,
13 - Nat. Capital Region,National Christian Life College,Private,Metro Manila,City of Marikina,http://www.freewebs.com/nclcmarikina,8661-3794,
13 - Nat. Capital Region,Global City Innovative College,Private,Metro Manila,City of Makati,http://www.global.edu.ph,(02) 8882-4242,
13 - Nat. Capital Region,Southville International School and Colleges,Private,Metro Manila,City of Las Piñas,http://www.southville.edu.ph,(02) 8825-2358 / (02) 8825-6374 / (02) 8820-8703 / (02) 8820-0935 / (02) 8825-6284,
13 - Nat. Capital Region,Information and Communications Technology Academy,Private,Metro Manila,City of Makati,http://www.iacademy.edu.ph,(632)8889-5555,
13 - Nat. Capital Region,Our Lady of Guadalupe Colleges,Private,Metro Manila,City of Mandaluyong,http://www.olgc.edu.ph,(63 2) 535-5885 to 86,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Cubao,Private,Metro Manila,Quezon City,http://www.access.edu.ph,N/A,
13 - Nat. Capital Region,Immaculate Heart of Mary College-Parañaque,Private,Metro Manila,City of Parañaque,http://www.ihmc-p.edu.ph,8823-4109,
13 - Nat. Capital Region,Polytechnic University of the Philippines-Quezon City Campus,SUC,Metro Manila,Quezon City,http://www.pup.edu.ph,(02) 287-8204,
13 - Nat. Capital Region,Lyceum of Alabang,Private,Metro Manila,City of Muntinlupa,http://www.lyceumalabang.edu.ph,(02)856-9323/856-9324,
13 - Nat. Capital Region,Rogationist Seminary College of Philosophy,Private,Metro Manila,City of Parañaque,rcj.ph,(02) 841-6500,
13 - Nat. Capital Region,La Consolacion College-Pasig,Private,Metro Manila,City of Pasig,lccpasig.edu.ph,N/A,
13 - Nat. Capital Region,Gardner College Diliman,Private,Metro Manila,Quezon City,http://www.gardner.edu.ph,028 9262948,
13 - Nat. Capital Region,ABE International Business College-Caloocan City,Private,Metro Manila,City of Caloocan,abe.edu.ph,N/A,
13 - Nat. Capital Region,WCC Aeronautical & Technological College-North Manila,Private,Metro Manila,City of Caloocan,http://www.worldciti.edu.ph,(8) 363-8079,
13 - Nat. Capital Region,Informatics College-Northgate,Private,Metro Manila,City of Muntinlupa,http://www.informatics .edu.ph,(02) 772-2474,
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Valenzuela,LUC,Metro Manila,City of Valenzuela,http://www.plv.edu.ph,632 8352 7000,
13 - Nat. Capital Region,Marie-Bernarde College,Private,Metro Manila,Quezon City,http://www.mariebernardecollege.edu.ph,9170000000,
13 - Nat. Capital Region,Mary the Queen College of Quezon City,Private,Metro Manila,Quezon City,,02-8930-4133,
13 - Nat. Capital Region,St. Bernadette of Lourdes College,Private,Metro Manila,Quezon City,,700-429-49,
13 - Nat. Capital Region,Flight School International,Private,Metro Manila,City of Parañaque,http://www.flightschoolinternational.com / https://flightschoolinternational.godaddysites.com/,63-9171866909 / 02-79057672,
13 - Nat. Capital Region,Capitol Medical Center Colleges,Private,Metro Manila,Quezon City,,(632) 86710614,
13 - Nat. Capital Region,New England College,Private,Metro Manila,Quezon City,http://www.nec.edu.ph,(02) 7239 4051,
13 - Nat. Capital Region,Universal Colleges of Parañaque,Private,Metro Manila,City of Parañaque,http://www.ucp.edu.ph,(02) 8820-2222,
13 - Nat. Capital Region,Quezon City University,LUC,Metro Manila,Quezon City,http://www.qcu.edu.ph,(632)8806-3324,
13 - Nat. Capital Region,Pamantasan ng Lungsod ng Marikina,LUC,Metro Manila,City of Marikina,http://www.plmar.edu.ph,(02) 7369-72-77/ (02) 7358-81-73,
13 - Nat. Capital Region,Valenzuela City Polytechnic College,LUC,Metro Manila,City of Valenzuela,valpoly.edu.ph,(02) 8-292-0775,
13 - Nat. Capital Region,South Mansfield College,Private,Metro Manila,City of Muntinlupa,smc@smc.edu.ph,(02) - 8862-3036; (02) - 8835-7069,
13 - Nat. Capital Region,St. John of Beverly School,Private,Metro Manila,Quezon City,,N/A,
13 - Nat. Capital Region,Jesus Reigns Christian College Foundation,Private,Metro Manila,City of Manila,,(632) 83736900,
13 - Nat. Capital Region,Villagers Montessori College,Private,Metro Manila,Quezon City,http://www.vmc.edu.ph,(+632)89262431,
13 - Nat. Capital Region,AMA School of Medicine,Private,Metro Manila,City of Makati,https://amaschoolofmedicine.amaes.edu.ph/,N/A,
13 - Nat. Capital Region,Enderun Colleges,Private,Metro Manila,City of Taguig,http://www.enderuncolleges.com,,
13 - Nat. Capital Region,Pateros Technological College,LUC,Metro Manila,Pateros,http://paterostechnologicalcollege.edu.ph,8428-8370 loc 306,
13 - Nat. Capital Region,Messiah College Foundation,Private,Metro Manila,City of Pasig,http://www.messiahcollege.edu.ph,(028) 4205302,
13 - Nat. Capital Region,National Polytechnic College of Science and Technology,Private,Metro Manila,Quezon City,,(02) 8925-3176,
13 - Nat. Capital Region,Lady of Lourdes Hospital & Colleges of Caybiga,Private,Metro Manila,City of Caloocan,,(02) 71499132,
13 - Nat. Capital Region,College of St. Catherine,Private,Metro Manila,Quezon City,http://www.cscqc.edu.ph,23304883,
13 - Nat. Capital Region,Grace Christian College,Private,Metro Manila,Quezon City,http://www.gcc.edu.ph,02-83647435,
13 - Nat. Capital Region,Taguig City University,LUC,Metro Manila,City of Taguig,tcu.edu.ph,2-635-8300,
13 - Nat. Capital Region,Centro Escolar University-Makati,Private,Metro Manila,City of Makati,http://www.ceu.edu.ph,(02) 735-68-61 to 69,
13 - Nat. Capital Region,Philippine Cultural College,Private,Metro Manila,Quezon City,http://www.philippineculturalcollege.edu.ph,(02)82415522,
13 - Nat. Capital Region,Diliman College,Private,Metro Manila,Quezon City,http://www.thedilimancollege.edu.ph,02-89310728; 02-89311089; 02-89310731 loc 824; 870,
13 - Nat. Capital Region,Colegio de Sta. Teresa de Avila Foundation,Private,Metro Manila,Quezon City,,8-275-3916,
13 - Nat. Capital Region,The One Nation Entrepreneur School,Private,Metro Manila,City of Makati,https://lifeacademy.edu.ph/college/,0917 169 8975,
13 - Nat. Capital Region,Bestlink College of the Philippines,Private,Metro Manila,Quezon City,bcp-inquiry-@bcp.edu.ph,8-442-8601,
13 - Nat. Capital Region,Global Reciprocal Colleges,Private,Metro Manila,City of Caloocan,grc.edu.ph,(02)361-63-30,
13 - Nat. Capital Region,Golden Link College Foundation,Private,Metro Manila,Quezon City,http://www.theosophy.ph/goldenlinkcollege.html,(+632) 8961-58-36,
13 - Nat. Capital Region,Pacific InterContinental College,Private,Metro Manila,City of Las Piñas,http://www.pic.edu.ph,02-8478-7710,
13 - Nat. Capital Region,Asian Institute of Computer Studies-Quezon City,Private,Metro Manila,Quezon City,http://www.aics.edu.ph,02 8952-0308,
13 - Nat. Capital Region,Far Eastern University-Makati,Private,Metro Manila,Makati,,,
13 - Nat. Capital Region,Infotech College of Arts and Sciences Philippines,Private,Metro Manila,City of Marikina,,(02)8641-7104,
13 - Nat. Capital Region,Treston International College,Private,Metro Manila,City of Taguig,http://www.treston.edu.ph,(632) 84597400,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Lagro,Private,Metro Manila,Quezon City,http://www.access.edu.ph,0908-8130719,
13 - Nat. Capital Region,UBIX Institute of Technologies,Private,Metro Manila,City of Muntinlupa,https://ubixcollegesinc.edu.ph/,8501645,
13 - Nat. Capital Region,College of Divine Wisdom,Private,Metro Manila,City of Parañaque,http;//http://www.cdweduph.com Facebook-fan page"CDW Dito ako",N/A,
13 - Nat. Capital Region,Meridian International College of Business and Arts,Private,Metro Manila,City of Taguig,http://www.mintcollege.com,(02) 8551-9650,
13 - Nat. Capital Region,La Consolacion College-Valenzuela,Private,Metro Manila,City of Valenzuela,,(02) 8294-6089 /(02) 8291-1655,
13 - Nat. Capital Region,South SEED LPDH College,Private,Metro Manila,City of Las Piñas,https://sslc.edu.ph/,(02) 825-6374/ 820-8702-03 Loc. 122/151,
13 - Nat. Capital Region,Bethel Bible College of the Assemblies of God,Private,Metro Manila,City of Valenzuela,,02-82516756,
13 - Nat. Capital Region,Christ the King College of Science and Technology,Private,Metro Manila,City of Muntinlupa,ckcst.edu.ph,8875-7124,
13 - Nat. Capital Region,Colegio de San Gabriel Archangel of Caloocan,Private,Metro Manila,City of Caloocan,http://www.esgacosga.com,(02) 785 6950,
13 - Nat. Capital Region,St. Vincent de Ferrer College of Camarin,Private,Metro Manila,City of Caloocan,svfc.com.ph,8-524-0350,
13 - Nat. Capital Region,Datamex College of Saint Adeline-Fairview,Private,Metro Manila,Quezon City,stadeline.edu.ph,8921-8350,
13 - Nat. Capital Region,Asian Institute of Computer Studies-Bicutan,Private,Metro Manila,City of Parañaque,http://www.aics.edu.ph,(02) 86551430,
13 - Nat. Capital Region,Access Computer and Technical Colleges-Camarin,Private,Metro Manila,City of Caloocan,http://www.accesscomputercollege.com,2 0908-8130662,
13 - Nat. Capital Region,Datamex College of Saint Adeline-Valenzuela,Private,Metro Manila,City of Valenzuela,stadeline.edu.ph,8292-75-36,
13 - Nat. Capital Region,School of Fashion and the Arts,Private,Metro Manila,City of Makati,https://sofa.edu.ph/,(02)-478 46 11,
13 - Nat. Capital Region,ICI Global University,Private,Metro Manila,City of Pasig,https://iciphilippines.org,(02) 7914-9800,
13 - Nat. Capital Region,Southville International School,Private,Metro Manila,City of Las Piñas,http://www.sisfu.edu.ph,8209181,
13 - Nat. Capital Region,St. Therese of the Child Jesus Institute of Arts and Sciences,Private,Metro Manila,Pasay City,,02-8521-7362,
13 - Nat. Capital Region,Arellano University-Mandaluyong,Private,Metro Manila,City of Mandaluyong,http://www.arellano.edu.ph,5327741,
13 - Nat. Capital Region,La Verdad Christian College-Caloocan,Private,Metro Manila,City of Caloocan,,(02) 8866-5734,
13 - Nat. Capital Region,Rizal Technological University-Pasig,SUC,Metro Manila,City of Pasig,,,
13 - Nat. Capital Region,Eclaro Academy,Private,Metro Manila,Quezon City,,8253-3859,
13 - Nat. Capital Region,Asia Harvesters College and Seminary,Private,Metro Manila,Quezon City,,(02) 952 - 9987,
13 - Nat. Capital Region,Don Carlo Cavina School,Private,Metro Manila,City of Las Piñas,,(02) 8805-0319,
13 - Nat. Capital Region,Integrated Innovation and Hospitality Colleges,Private,Metro Manila,Quezon City,,(02) 77549645,
13 - Nat. Capital Region,Philippine School of Interior Design- AHLEN Institute,Private,Metro Manila,City of Taguig,https://psidahlen.edu.ph/,(02) 84782499,
13 - Nat. Capital Region,Recoletos School of Theology,Private,Metro Manila,Quezon City,http://www.rst.edu.ph,89512862,
13 - Nat. Capital Region,Dr. Jose Fabella Memorial Hospital School of Midwifery,OGS,Metro Manila,City of Manila,fabella.doh.gov.ph,(02) 8866-7960 to 74 Local 149,
13 - Nat. Capital Region,CIIT College of Arts and Technology,Private,Metro Manila,Quezon City,ciit.edu.ph,(028)441 0737,
13 - Nat. Capital Region,Southeast Asia Christian College,Private,Metro Manila,City of Caloocan,,(02)930-82-60,
13 - Nat. Capital Region,Datamex College of Saint Adeline-Parañaque,Private,Metro Manila,City of Parañaque,,70897516,
13 - Nat. Capital Region,FEU Institute of Technology,Private,Metro Manila,City of Manila,http://www.feutech.edu.ph,(02) 8281-8888,
13 - Nat. Capital Region,Makati Science Technological Institute of the Philippines,Private,Metro Manila,City of Manila,mstip.edu.ph,87270576,
13 - Nat. Capital Region,Electron College of Technical Education,Private,Metro Manila,Quezon City,http://www.electroncollege.edu.ph,N/A,
13 - Nat. Capital Region,Marianum College,Private,Metro Manila,City of Muntinlupa,,(02) 8526-6704,
13 - Nat. Capital Region,Metropolitan Institute of Arts and Sciences,Private,Metro Manila,City of Caloocan,,85329237,
13 - Nat. Capital Region,Sapphire International Aviation Academy,Private,Metro Manila,City of Parañaque,http://www.sapphireaviationacademy.edu.ph,02 70913362,
13 - Nat. Capital Region,FEU Alabang,Private,Metro Manila,City of Muntinlupa,https://feualabang.edu.ph/,(02) 8288 8338,
13 - Nat. Capital Region,GK College of Business Arts and Technology,Private,Metro Manila,City of Mandaluyong,http://www.gkphilippines.com/gk-college,(02) 8280-2772,
13 - Nat. Capital Region,NBS College,Private,Metro Manila,Quezon City,http://www.nbscollege.edu.ph/,(63)2 3765090,
13 - Nat. Capital Region,St. Chamuel College,Private,Metro Manila,City of Taguig,,N/A,
13 - Nat. Capital Region,College of Saint Amatiel,Private,Metro Manila,City of Malabon,http://www.facebook.com/CSAMalabonCity?mibextid=LQQJ4d,83514993,
13 - Nat. Capital Region,South CompEdge College,Private,Metro Manila,City of Parañaque,,(02) 85540877,
13 - Nat. Capital Region,United Christian Academy College of Asia,Private,Metro Manila,City of Parañaque,http://www.ucaphil.online,(02) 84298325,
13 - Nat. Capital Region,Colegio de Muntinlupa,LUC,Metro Manila,City of Muntinlupa,http://www.cdm.edu.ph,(8)424-87-80,
13 - Nat. Capital Region,Parañaque City College,LUC,Metro Manila,City of Parañaque,,(028)8605470,
13 - Nat. Capital Region,ACLC College of Commonwealth,Private,Metro Manila,Quezon City,,77531715,
13 - Nat. Capital Region,ACLC College of Manila,Private,Metro Manila,City of Manila,aclcmanila.com,8735-0385,
13 - Nat. Capital Region,FEU Diliman,Private,Metro Manila,Quezon City,http://www.feudiliman.edu.ph,(632) 09064076850,
13 - Nat. Capital Region,NU Fairview,Private,Metro Manila,Quezon City,https://national-u.edu.ph/nu-fairview,(02) 8401-6760 loc (3308),
13 - Nat. Capital Region,St. Francis Technical Institute,Private,Metro Manila,City of Caloocan,,2853297,
13 - Nat. Capital Region,Mandaluyong College of Science and Technology,LUC,Metro Manila,City of Mandaluyong,,(+63) 9171539565,
13 - Nat. Capital Region,Iglesia ni Cristo (Church of Christ) School for Ministers,Private,Metro Manila,Quezon City,,632-981-4311,
13 - Nat. Capital Region,AZGH College Inc.,Private,Metro Manila,City of Las Piñas,azgh.edu.ph,(02) 8874-6903 / (02) 8543-2663,
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Bangued,SUC,Abra,Bangued,http://www.asist.edu.ph,074 752 8171,
14 - Cordillera Adm. Region,Abra State Institute of Science and Technology-Main,SUC,Abra,Lagangilang,http://www.asist.edu.ph,074 752 5243,
14 - Cordillera Adm. Region,Abra Valley Colleges,Private,Abra,Bangued,,074 759 5491,
14 - Cordillera Adm. Region,Apayao State College-Main,SUC,Apayao,Conner,http://www.asc.edu.ph,074 634 0091,
14 - Cordillera Adm. Region,Baguio Central University,Private,Benguet,City of Baguio,http://www.bcu.edu.ph,074 444 9247,
14 - Cordillera Adm. Region,University of the Cordilleras,Private,Benguet,City of Baguio,http://www.uc-bcf.edu.ph,074 442 3316,
14 - Cordillera Adm. Region,Benguet State University-Bokod Campus,SUC,Benguet,Bokod,http://www.bsu.edu.ph,9680000000,
14 - Cordillera Adm. Region,Benguet State University-Main,SUC,Benguet,La Trinidad,http://www.bsu.edu.ph,074-422-2127,
14 - Cordillera Adm. Region,Benguet State University-Open University,SUC,Benguet,La Trinidad,ou.bsu.edu.ph,074-309-2353,
14 - Cordillera Adm. Region,Benguet State University-Buguias Campus,SUC,Benguet,Buguias,http://www.bsu.edu.ph,None,
14 - Cordillera Adm. Region,Cordillera Career Development College,Private,Benguet,La Trinidad,ccdc.edu.ph,074-422-2737,
14 - Cordillera Adm. Region,Divine Word College of Bangued,Private,Abra,Bangued,,074-752-8373,
14 - Cordillera Adm. Region,Ifugao State University - Lagawe Campus,SUC,Ifugao,Lagawe,http://www.ifsu.edu.ph,9170000000,
14 - Cordillera Adm. Region,Ifugao State University - Main,SUC,Ifugao,Lamut,http://www.ifsu.edu.ph,9170000000,
14 - Cordillera Adm. Region,Ifugao State University - Potia,SUC,Ifugao,Alfonso Lista,http://www.ifsu.edu.ph,9170000000,
14 - Cordillera Adm. Region,Kalinga State University-Main,SUC,Kalinga,City of Tabuk,http://www.ksu.edu.ph,9180000000,
14 - Cordillera Adm. Region,Philippine Nazarene College,Private,Benguet,La Trinidad,http://www.philnazcollegeedu.ph,074-620-4664,
14 - Cordillera Adm. Region,Mountain Province State Polytechnic College-Main,SUC,Mountain Province,Bontoc,http://www.mpspc.edu.ph,None,
14 - Cordillera Adm. Region,Mountain Province State Polytechnic College-Tadian,SUC,Mountain Province,Tadian,http://www.mpspc.edu.ph,None,
14 - Cordillera Adm. Region,Pines City Colleges,Private,Benguet,City of Baguio,http://www.pcc.edu.ph,074-445-9064,
14 - Cordillera Adm. Region,Saint Louis College of Bulanao,Private,Kalinga,City of Tabuk,http://www.slcb.edu.ph,074-627-7063,
14 - Cordillera Adm. Region,Saint Louis University,Private,Benguet,City of Baguio,http://www.slu.edu.ph,074-442-3043,
14 - Cordillera Adm. Region,San Pablo Major Seminary,Private,Benguet,City of Baguio,http://www.sanpabloseminary.edu.ph,074-620-6522,
14 - Cordillera Adm. Region,Casiciaco Recoletos Seminary,Private,Benguet,City of Baguio,http://www.recoletosdebaguio.edu.ph,074-442-2823,
14 - Cordillera Adm. Region,University of Baguio,Private,Benguet,City of Baguio,http://www.ubaguio.edu.ph,074-442-3071,
14 - Cordillera Adm. Region,University of the Philippines-Baguio,SUC,Benguet,City of Baguio,http://www.upb.edu.ph,074-422-888,
14 - Cordillera Adm. Region,Easter College,Private,Benguet,City of Baguio,http://www.eastercollege.ph,074-424-6764,
14 - Cordillera Adm. Region,Kalinga State University-Dagupan,SUC,Kalinga,City of Tabuk,http://www.ksu.edu.ph,9170000000,
14 - Cordillera Adm. Region,Philippine Military Academy,OGS,Benguet,City of Baguio,http://www.pma.edu.ph,074-446-8002,
14 - Cordillera Adm. Region,Apayao State College-Luna,SUC,Apayao,Luna,http://www.asc.edu.ph,074-634-091,
14 - Cordillera Adm. Region,Keystone College,Private,Benguet,City of Baguio,,074-442-1890,
14 - Cordillera Adm. Region,Ifugao State University - Tinoc,SUC,Ifugao,Tinoc,http://www.ifsu.edu.ph,None,
14 - Cordillera Adm. Region,STI College-Baguio,Private,Benguet,City of Baguio,http://www.sti.edu.ph,074-422-4573,
14 - Cordillera Adm. Region,Baguio College of Technology,Private,Benguet,City of Baguio,http://www.bct.edu.ph,074-442-3743,
14 - Cordillera Adm. Region,BVS College,Private,Benguet,La Trinidad,,074-422-4992,
14 - Cordillera Adm. Region,Cordillera A+ Computer Technology College,Private,Kalinga,City of Tabuk,,074-627-5254,
14 - Cordillera Adm. Region,AMA Computer College-Baguio,Private,Benguet,City of Baguio,,074-244-6138,
14 - Cordillera Adm. Region,Data Center College of the Philippines of Bangued-Abra,Private,Abra,Bangued,,074-752-5162,
14 - Cordillera Adm. Region,Kalinga Colleges of Science and Technology,Private,Kalinga,City of Tabuk,http://www.kalingacollegesofscienceandtechnology.com/,9160000000,
14 - Cordillera Adm. Region,Data Center College of the Philippines of Baguio City,Private,Benguet,City of Baguio,http://www.dccp.edu.ph,074-442-4160,
14 - Cordillera Adm. Region,King's College of the Philippines-Benguet,Private,Benguet,La Trinidad,http://www.kcp.edu.ph,074-620-3208,
14 - Cordillera Adm. Region,Saint Tonis College,Private,Kalinga,City of Tabuk,http://www.stci.edu.ph,9180000000,
14 - Cordillera Adm. Region,BSBT College,Private,Benguet,City of Baguio,,074-442-2986,
14 - Cordillera Adm. Region,Xijen College of Mt. Province,Private,Mountain Province,Bontoc,,9690000000,
14 - Cordillera Adm. Region,Kalinga State University-Rizal,SUC,Kalinga,Rizal,http://www.ksu.edu.ph,9170000000,
14 - Cordillera Adm. Region,Remnant International College,Private,Benguet,City of Baguio,remnantschools.com,074-422-3324,
14 - Cordillera Adm. Region,International School of Asia and the Pacific,Private,Kalinga,City of Tabuk,isap.edu.ph,9640000000,
14 - Cordillera Adm. Region,Philippine College of Ministry,Private,Benguet,La Trinidad,http://www.pcm.ph,9510000000,
14 - Cordillera Adm. Region,Ifugao State University-Hapao,SUC,Ifugao,Hungduan,http://www.ifsu.edu.ph,6.39E+11,
14 - Cordillera Adm. Region,Ifugao State University-Aguinaldo,SUC,Ifugao,Aguinaldo,http://www.ifsu.edu.ph,6.39E+11,
14 - Cordillera Adm. Region,Theological Foundation for Asia (Asia Pacific Theological Seminary),Private,Benguet,City of Baguio,http://www.apts.edu,074-442-7068,
14 - Cordillera Adm. Region,Star College,Private,Benguet,La Trinidad,http://www.starcolleges.edu.ph,074-422-2636,
14 - Cordillera Adm. Region,Grace Bible Integrated Academy Inc.,Private,Benguet,City of Baguio,,074-442-7079,
14 - Cordillera Adm. Region,Philippine Baptist Theological Seminary Inc.,Private,Benguet,City of Baguio,http://www.pbts.edu.ph,074-445-5462,
16 - Caraga,Agusan Colleges,Private,Agusan Del Norte,City of Butuan,https://aci.edu.ph/,09177230231 ; 09516109614,
